,index,FID,Exit_ID,Longitude,Latitude,County,State,Highway,Type,AADT,Pop_dens,Comm_1mi,Ports_5mi,Ports_10mi,Ports_20mi,Close_nonT,SHAPE,Flood_Zone
223,223,7282,US-64_Burke_NC_Exit_3,-81.79449242,35.63664349,Burke,NC,U.S. Highway 64,Exit/Intersection,3700,245.0667114,0,0,0,0,25.32042865,"{'x': -81.79449241968939, 'y': 35.63664349010503, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
224,224,7283,US-64_Burke_NC_Exit_4,-81.78374882,35.6427893,Burke,NC,U.S. Highway 64,Exit/Intersection,4600,245.0667114,0,0,0,0,24.62498648,"{'x': -81.78374881995205, 'y': 35.64278929958658, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
225,225,7284,US-64_Burke_NC_Exit_5,-81.76526015,35.64901111,Burke,NC,U.S. Highway 64,Exit/Intersection,4600,245.0667114,0,0,0,0,23.68374241,"{'x': -81.76526014993595, 'y': 35.64901110987489, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
226,226,7285,US-64_Burke_NC_Exit_6,-81.75186194,35.6608477,Burke,NC,U.S. Highway 64,Exit/Intersection,4600,245.0667114,1,0,0,0,22.58745129,"{'x': -81.75186194037622, 'y': 35.660847699761575, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
227,227,7286,US-64_Burke_NC_Exit_7,-81.73585068,35.67482441,Burke,NC,U.S. Highway 64,Exit/Intersection,6800,46.4324968,2,0,0,0,21.28917245,"{'x': -81.73585067956515, 'y': 35.67482440991864, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
228,228,7287,US-64_Burke_NC_Exit_8,-81.71929361,35.69257386,Burke,NC,U.S. Highway 64,Exit/Intersection,8800,245.0667114,5,0,0,2,19.75693013,"{'x': -81.71929361031181, 'y': 35.692573859695926, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
229,229,7288,US-64_Burke_NC_Exit_9,-81.71192998,35.70270757,Burke,NC,U.S. Highway 64,Exit/Intersection,10000,245.0667114,4,0,0,2,18.94508507,"{'x': -81.71192998028431, 'y': 35.70270756979858, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
230,230,7289,US-64_Burke_NC_Exit_10,-81.70178798,35.71075704,Burke,NC,U.S. Highway 64,Exit/Intersection,24000,245.0667114,12,0,0,2,18.17219985,"{'x': -81.70178798023107, 'y': 35.7107570399055, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
231,231,7290,I-40_Burke_NC_Exit_1,-81.69387557,35.71917705,Burke,NC,Interstate 40,Exit/Intersection,52000,359.8153848,18,0,0,2,17.44465037,"{'x': -81.69387557040119, 'y': 35.71917704958122, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
232,232,7291,US-64_Burke_NC_Exit_11,-81.69402596,35.72939382,Burke,NC,U.S. Highway 64,Exit/Intersection,24000,682.3863604,32,0,0,2,16.85254901,"{'x': -81.69402596042971, 'y': 35.729393820168696, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
233,233,7292,US-64_Burke_NC_Exit_12,-81.70301406,35.72996959,Burke,NC,U.S. Highway 64,Exit/Intersection,21000,682.3863604,27,0,0,2,17.09837746,"{'x': -81.70301406015074, 'y': 35.72996959042433, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
234,234,7293,US-64_Burke_NC_Exit_13,-81.70440179,35.7494508,Burke,NC,U.S. Highway 64,Exit/Intersection,10000,1433.578688,27,0,0,2,16.05303612,"{'x': -81.70440178961087, 'y': 35.74945079991454, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
235,235,7294,US-64_Burke_NC_Exit_14,-81.70289416,35.75903852,Burke,NC,U.S. Highway 64,Exit/Intersection,12000,1433.578688,14,0,0,2,15.4787246,"{'x': -81.70289415983757, 'y': 35.759038519911826, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
236,236,7295,US-64_Burke_NC_Exit_15,-81.6903541,35.76462449,Burke,NC,U.S. Highway 64,Exit/Intersection,10000,1433.578688,3,0,0,2,14.7424666,"{'x': -81.690354099562, 'y': 35.764624489728476, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
237,237,7296,US-64_Burke_NC_Exit_16,-81.68949011,35.78087003,Burke,NC,U.S. Highway 64,Exit/Intersection,8500,95.67349556,1,0,0,2,13.83570233,"{'x': -81.6894901100805, 'y': 35.78087003022779, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
238,238,7297,US-64_Burke_NC_Exit_17,-81.68716185,35.78478906,Burke,NC,U.S. Highway 64,Exit/Intersection,8500,95.67349556,1,0,0,2,13.54464298,"{'x': -81.68716184983947, 'y': 35.78478905986725, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
239,239,7298,US-64_Burke_NC_Exit_18,-81.67482978,35.7950602,Burke,NC,U.S. Highway 64,Exit/Intersection,8400,95.67349556,2,0,0,2,12.55690395,"{'x': -81.6748297802701, 'y': 35.795060199868374, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
240,240,7299,US-64_Burke_NC_Exit_19,-81.66091174,35.81004638,Burke,NC,U.S. Highway 64,Exit/Intersection,8400,95.67349556,2,0,0,2,11.26292921,"{'x': -81.66091174008471, 'y': 35.810046380136384, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
241,241,7300,US-64_Burke_NC_Exit_20,-81.64032228,35.82788448,Burke,NC,U.S. Highway 64,Exit/Intersection,8600,95.67349556,0,0,2,3,9.577824474,"{'x': -81.64032227984927, 'y': 35.82788447968505, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
242,242,7301,US-64_Caldwell_NC_Exit_1,-81.63175621,35.83606175,Caldwell,NC,U.S. Highway 64,Exit/Intersection,8600,48.41693912,0,0,2,3,8.836867646,"{'x': -81.63175621038079, 'y': 35.83606174975, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
243,243,7302,US-64_Caldwell_NC_Exit_2,-81.6211981,35.84524514,Caldwell,NC,U.S. Highway 64,Exit/Intersection,8600,48.41693912,1,0,2,3,7.971432427,"{'x': -81.62119810031203, 'y': 35.84524513995132, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
244,244,7303,US-64_Caldwell_NC_Exit_3,-81.60798143,35.85555655,Caldwell,NC,U.S. Highway 64,Exit/Intersection,8600,443.5114134,1,0,2,3,6.952818899,"{'x': -81.60798142969918, 'y': 35.85555654979498, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
245,245,7304,US-64_Caldwell_NC_Exit_4,-81.5980233,35.8669655,Caldwell,NC,U.S. Highway 64,Exit/Intersection,11000,48.41693912,2,0,2,3,5.989186592,"{'x': -81.59802329963554, 'y': 35.866965500357594, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
246,246,7305,US-64_Caldwell_NC_Exit_5,-81.58666775,35.88053924,Caldwell,NC,U.S. Highway 64,Exit/Intersection,18000,475.669922,3,2,2,3,4.861010447,"{'x': -81.58666774991667, 'y': 35.88053923959427, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
247,247,7306,US-64_Caldwell_NC_Exit_6,-81.57604298,35.89107593,Caldwell,NC,U.S. Highway 64,Exit/Intersection,18000,315.3234568,8,2,2,3,3.921291284,"{'x': -81.57604298029929, 'y': 35.89107592961051, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
248,248,7307,US-64_Caldwell_NC_Exit_7,-81.56764255,35.89523872,Caldwell,NC,U.S. Highway 64,Exit/Intersection,14000,315.3234568,9,2,2,3,3.404244167,"{'x': -81.56764254976383, 'y': 35.895238719591305, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
249,249,7308,US-64_Caldwell_NC_Exit_8,-81.55392552,35.89795741,Caldwell,NC,U.S. Highway 64,Exit/Intersection,16000,1647.366875,12,2,2,3,2.839755714,"{'x': -81.55392551974688, 'y': 35.89795740970675, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
250,250,7309,US-64_Caldwell_NC_Exit_9,-81.53852453,35.90397256,Caldwell,NC,U.S. Highway 64,Exit/Intersection,19000,475.669922,29,2,2,3,2.165651527,"{'x': -81.53852452988309, 'y': 35.90397256028547, 'spatialReference': {'wkid': 4326}}",Regulatory Floodway
251,251,7310,US-64_Caldwell_NC_Exit_10,-81.53309443,35.90610922,Caldwell,NC,U.S. Highway 64,Exit/Intersection,15000,475.669922,41,2,2,3,1.983402705,"{'x': -81.53309442966417, 'y': 35.906109219964605, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
252,252,7311,US-64_Caldwell_NC_Exit_11,-81.52514351,35.91399745,Caldwell,NC,U.S. Highway 64,Exit/Intersection,23000,475.669922,46,2,2,3,1.479398799,"{'x': -81.52514350996495, 'y': 35.91399744972256, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
253,253,7312,US-64_Caldwell_NC_Exit_12,-81.50907985,35.91989329,Caldwell,NC,U.S. Highway 64,Exit/Intersection,17000,653.9372412,20,2,2,3,1.621247325,"{'x': -81.50907985015493, 'y': 35.919893289943445, 'spatialReference': {'wkid': 4326}}",0.2% Annual Chance Flood Hazard
254,254,7313,US-64_Caldwell_NC_Exit_13,-81.49867969,35.92111007,Caldwell,NC,U.S. Highway 64,Exit/Intersection,7000,653.9372412,3,2,2,3,2.064521261,"{'x': -81.49867968981579, 'y': 35.92111006997379, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
255,255,7314,US-64_Caldwell_NC_Exit_14,-81.48623699,35.91728939,Caldwell,NC,U.S. Highway 64,Exit/Intersection,7000,79.28391094,1,2,2,3,2.806733398,"{'x': -81.48623699014496, 'y': 35.917289390193275, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
256,256,7315,US-64_Caldwell_NC_Exit_15,-81.43377544,35.91125914,Caldwell,NC,U.S. Highway 64,Exit/Intersection,5100,192.6968513,2,0,2,3,5.710885171,"{'x': -81.43377543968478, 'y': 35.911259139997355, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
257,257,7316,US-64_Caldwell_NC_Exit_16,-81.4143872,35.90838112,Caldwell,NC,U.S. Highway 64,Exit/Intersection,3700,192.6968513,2,0,2,3,6.810824364,"{'x': -81.41438720030902, 'y': 35.90838111969299, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
258,258,7317,US-64_Caldwell_NC_Exit_17,-81.3836591,35.9079675,Caldwell,NC,U.S. Highway 64,Exit/Intersection,3500,79.28391094,0,0,2,3,8.489863435,"{'x': -81.3836590998875, 'y': 35.90796749990028, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
259,259,7318,US-64_Caldwell_NC_Exit_18,-81.3619703,35.91340719,Caldwell,NC,U.S. Highway 64,Exit/Intersection,3300,79.28391094,0,0,2,3,9.615442127,"{'x': -81.3619703002891, 'y': 35.9134071895902, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
260,260,7319,US-64_Alexander_NC_Exit_1,-81.32244305,35.91506219,Alexander,NC,U.S. Highway 64,Exit/Intersection,4500,102.4129588,0,0,0,3,11.79680264,"{'x': -81.32244305040643, 'y': 35.91506219036785, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
261,261,7320,US-64_Alexander_NC_Exit_2,-81.27999736,35.92588323,Alexander,NC,U.S. Highway 64,Exit/Intersection,4500,102.4129588,0,0,0,3,14.11054929,"{'x': -81.27999736019001, 'y': 35.925883229827264, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
262,262,7321,US-64_Alexander_NC_Exit_3,-81.26114513,35.92280321,Alexander,NC,U.S. Highway 64,Exit/Intersection,5800,102.4129588,1,0,0,3,15.04489683,"{'x': -81.2611451302435, 'y': 35.92280321010014, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
263,263,7322,US-64_Alexander_NC_Exit_4,-81.24183833,35.92088712,Alexander,NC,U.S. Highway 64,Exit/Intersection,8200,61.01248102,0,0,0,3,15.19797761,"{'x': -81.24183832987501, 'y': 35.920887119944666, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
264,264,7323,US-64_Alexander_NC_Exit_5,-81.22887985,35.9196467,Alexander,NC,U.S. Highway 64,Exit/Intersection,8200,348.8030255,0,0,0,3,15.34649833,"{'x': -81.22887985012494, 'y': 35.91964670033502, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
265,265,7324,US-64_Alexander_NC_Exit_6,-81.20617678,35.91914867,Alexander,NC,U.S. Highway 64,Exit/Intersection,5600,348.8030255,4,0,0,3,15.79133805,"{'x': -81.2061767798345, 'y': 35.91914867017505, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
266,266,7325,US-64_Alexander_NC_Exit_7,-81.19277323,35.90841132,Alexander,NC,U.S. Highway 64,Exit/Intersection,8900,348.8030255,12,0,0,3,15.45555597,"{'x': -81.19277323010044, 'y': 35.9084113198266, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
267,267,7326,US-64_Alexander_NC_Exit_8,-81.17770245,35.9066056,Alexander,NC,U.S. Highway 64,Exit/Intersection,10000,348.8030255,6,0,0,3,15.76105437,"{'x': -81.17770244970825, 'y': 35.90660559986861, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
268,268,7327,US-64_Alexander_NC_Exit_9,-81.15765904,35.91058152,Alexander,NC,U.S. Highway 64,Exit/Intersection,9700,348.8030255,4,0,0,1,16.59264106,"{'x': -81.15765903983277, 'y': 35.910581519721404, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
269,269,7328,US-64_Alexander_NC_Exit_10,-81.1384565,35.91025473,Alexander,NC,U.S. Highway 64,Exit/Intersection,9700,348.8030255,0,0,0,1,17.19486298,"{'x': -81.13845649966771, 'y': 35.91025473037155, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
270,270,7329,US-64_Alexander_NC_Exit_11,-81.12077823,35.90178334,Alexander,NC,U.S. Highway 64,Exit/Intersection,9200,173.8011787,3,0,0,1,17.35690673,"{'x': -81.12077823033104, 'y': 35.90178333972938, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
271,271,7330,US-64_Alexander_NC_Exit_12,-81.09767857,35.89223008,Alexander,NC,U.S. Highway 64,Exit/Intersection,6600,173.8011787,3,0,0,1,17.75374098,"{'x': -81.09767856981011, 'y': 35.89223007995429, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
272,272,7331,US-64_Alexander_NC_Exit_13,-81.08087861,35.887112,Alexander,NC,U.S. Highway 64,Exit/Intersection,6600,173.8011787,0,0,0,1,18.19482137,"{'x': -81.0808786098599, 'y': 35.88711200041854, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
273,273,7332,US-64_Alexander_NC_Exit_14,-81.06401357,35.8697696,Alexander,NC,U.S. Highway 64,Exit/Intersection,6400,173.8011787,0,0,0,1,18.16084758,"{'x': -81.06401356957053, 'y': 35.86976959998708, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
274,274,7333,US-64_Alexander_NC_Exit_15,-81.04494498,35.85560038,Alexander,NC,U.S. Highway 64,Exit/Intersection,6000,173.8011787,3,0,0,1,18.47715467,"{'x': -81.04494497982694, 'y': 35.855600380053545, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
275,275,7334,US-64_Iredell_NC_Exit_1,-81.03853527,35.85152445,Iredell,NC,U.S. Highway 64,Exit/Intersection,6000,158.5792404,3,0,0,1,18.63239686,"{'x': -81.03853526968692, 'y': 35.85152445019327, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
276,276,7335,US-64_Iredell_NC_Exit_2,-81.01995749,35.83606156,Iredell,NC,U.S. Highway 64,Exit/Intersection,6600,158.5792404,1,0,0,1,19.02127764,"{'x': -81.01995749034586, 'y': 35.83606155999303, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
277,277,7336,US-64_Iredell_NC_Exit_3,-81.00106036,35.81746587,Iredell,NC,U.S. Highway 64,Exit/Intersection,6600,202.1505631,0,0,0,1,19.45076705,"{'x': -81.00106035994759, 'y': 35.81746586975413, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
278,278,7337,US-64_Iredell_NC_Exit_4,-80.97080835,35.80879086,Iredell,NC,U.S. Highway 64,Exit/Intersection,6900,202.1505631,0,0,0,0,20.83091773,"{'x': -80.97080834982546, 'y': 35.80879086001022, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
279,279,7338,I-40_Iredell_NC_Exit_1,-80.90540032,35.80149873,Iredell,NC,Interstate 40,Exit/Intersection,56000,488.6693864,7,0,0,2,19.2374193,"{'x': -80.90540032016861, 'y': 35.80149872968269, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
280,280,7339,US-64_Iredell_NC_Exit_5,-80.92464188,35.78511605,Iredell,NC,U.S. Highway 64,Exit/Intersection,9400,831.8008571,5,0,0,2,18.54340869,"{'x': -80.92464188011866, 'y': 35.78511604976592, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
281,281,7340,US-64_Iredell_NC_Exit_6,-80.91816889,35.78352952,Iredell,NC,U.S. Highway 64,Exit/Intersection,9400,831.8008571,4,0,0,2,18.30788006,"{'x': -80.9181688900822, 'y': 35.78352951977155, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
282,282,7341,US-64_Iredell_NC_Exit_7,-80.90799105,35.78180955,Iredell,NC,U.S. Highway 64,Exit/Intersection,8400,831.8008571,8,0,0,2,17.99789701,"{'x': -80.90799105024672, 'y': 35.781809550170635, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
283,283,7342,US-64_Iredell_NC_Exit_8,-80.89929546,35.77926116,Iredell,NC,U.S. Highway 64,Exit/Intersection,6000,831.8008571,24,0,0,2,17.67337619,"{'x': -80.89929546041714, 'y': 35.77926116017443, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
284,284,7343,US-64_Iredell_NC_Exit_9,-80.89164351,35.7814516,Iredell,NC,U.S. Highway 64,Exit/Intersection,5600,2351.215576,26,0,0,2,17.68804505,"{'x': -80.89164351043962, 'y': 35.781451600211255, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
285,285,7344,US-64_Iredell_NC_Exit_10,-80.88505129,35.7835126,Iredell,NC,U.S. Highway 64,Exit/Intersection,4600,942.7822127,28,0,0,2,17.72166157,"{'x': -80.88505129008496, 'y': 35.78351259992661, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
286,286,7345,US-64_Iredell_NC_Exit_11,-80.88631612,35.78584551,Iredell,NC,U.S. Highway 64,Exit/Intersection,4000,2351.215576,26,0,0,2,17.89565441,"{'x': -80.8863161199929, 'y': 35.78584550966258, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
287,287,7346,US-64_Iredell_NC_Exit_12,-80.88091329,35.79069341,Iredell,NC,U.S. Highway 64,Exit/Intersection,9600,2063.876883,33,0,0,2,18.14018881,"{'x': -80.88091328991635, 'y': 35.790693410372626, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
288,288,7347,US-64_Iredell_NC_Exit_13,-80.87353521,35.79527074,Iredell,NC,U.S. Highway 64,Exit/Intersection,9700,2063.876883,25,0,0,2,18.34940881,"{'x': -80.8735352095822, 'y': 35.7952707401526, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
289,289,7348,US-64_Iredell_NC_Exit_14,-80.86893191,35.79795385,Iredell,NC,U.S. Highway 64,Exit/Intersection,9700,2063.876883,37,0,0,2,18.47454978,"{'x': -80.86893191007954, 'y': 35.797953850389945, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
290,290,7349,US-64_Iredell_NC_Exit_15,-80.8472725,35.80951737,Iredell,NC,U.S. Highway 64,Exit/Intersection,9200,1225.693688,5,0,0,2,19.05112938,"{'x': -80.84727250032557, 'y': 35.80951737013061, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
291,291,7350,US-64_Iredell_NC_Exit_16,-80.83826738,35.81206534,Iredell,NC,U.S. Highway 64,Exit/Intersection,10000,1225.693688,7,0,0,2,19.16325431,"{'x': -80.83826738003552, 'y': 35.81206534014336, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
292,292,7351,US-64_Iredell_NC_Exit_17,-80.83219516,35.81133165,Iredell,NC,U.S. Highway 64,Exit/Intersection,13000,228.9149035,6,0,0,2,19.07859854,"{'x': -80.83219516027839, 'y': 35.811331649835836, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
293,293,7352,US-64_Iredell_NC_Exit_18,-80.82758242,35.81062795,Iredell,NC,U.S. Highway 64,Exit/Intersection,8900,165.824902,7,0,0,2,19.00817012,"{'x': -80.82758241969287, 'y': 35.81062795011985, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
294,294,7353,US-64_Iredell_NC_Exit_19,-80.81057546,35.80804829,Iredell,NC,U.S. Highway 64,Exit/Intersection,9700,165.824902,10,0,0,2,18.77933017,"{'x': -80.81057546008935, 'y': 35.80804828979677, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
295,295,7354,US-64_Iredell_NC_Exit_20,-80.78721709,35.80714423,Iredell,NC,U.S. Highway 64,Exit/Intersection,6700,165.824902,3,0,0,2,18.72561251,"{'x': -80.7872170897968, 'y': 35.80714423012216, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
296,296,7355,US-64_Iredell_NC_Exit_21,-80.78112957,35.80829306,Iredell,NC,U.S. Highway 64,Exit/Intersection,6700,165.824902,0,0,0,3,18.82205364,"{'x': -80.78112956987371, 'y': 35.80829306007672, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
297,297,7356,US-64_Iredell_NC_Exit_22,-80.7703339,35.81140195,Iredell,NC,U.S. Highway 64,Exit/Intersection,6700,165.824902,0,0,0,5,19.08143984,"{'x': -80.77033390028924, 'y': 35.81140194984016, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
298,298,7357,US-64_Iredell_NC_Exit_23,-80.75662369,35.82347239,Iredell,NC,U.S. Highway 64,Exit/Intersection,3200,165.824902,0,0,0,5,19.43475314,"{'x': -80.75662368983137, 'y': 35.823472390438496, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
299,299,7358,US-64_Iredell_NC_Exit_24,-80.74818579,35.83072555,Iredell,NC,U.S. Highway 64,Exit/Intersection,2300,165.824902,0,0,0,3,19.33121161,"{'x': -80.74818578994223, 'y': 35.830725550443844, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
300,300,7359,US-64_Iredell_NC_Exit_25,-80.73436181,35.84279294,Iredell,NC,U.S. Highway 64,Exit/Intersection,2300,165.824902,0,0,0,3,19.22204932,"{'x': -80.73436180984959, 'y': 35.84279293964249, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
301,301,7360,US-64_Iredell_NC_Exit_26,-80.72804634,35.85029662,Iredell,NC,U.S. Highway 64,Exit/Intersection,2300,165.824902,0,0,0,3,19.28437407,"{'x': -80.72804633966683, 'y': 35.85029662019292, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
302,302,7361,US-64_Iredell_NC_Exit_27,-80.7213218,35.85622196,Iredell,NC,U.S. Highway 64,Exit/Intersection,2800,165.824902,1,0,0,3,19.2760933,"{'x': -80.72132180026085, 'y': 35.85622195997553, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
303,303,7362,I-40_Iredell_NC_Exit_2,-80.70964054,35.86950695,Iredell,NC,Interstate 40,Exit/Intersection,35000,84.78198869,1,0,0,3,19.44787061,"{'x': -80.70964054037859, 'y': 35.8695069502856, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
304,304,7363,US-64_Davie_NC_Exit_1,-80.70248261,35.88261975,Davie,NC,U.S. Highway 64,Exit/Intersection,2500,88.71498331,0,0,0,2,19.84061537,"{'x': -80.7024826095847, 'y': 35.88261975010141, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
305,305,7364,US-64_Davie_NC_Exit_2,-80.69017404,35.90381843,Davie,NC,U.S. Highway 64,Exit/Intersection,2600,88.71498331,1,0,0,0,20.53574329,"{'x': -80.69017404019974, 'y': 35.90381842997664, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
306,306,7365,US-64_Davie_NC_Exit_3,-80.66267802,35.91958413,Davie,NC,U.S. Highway 64,Exit/Intersection,2500,88.71498331,0,0,0,0,20.55658723,"{'x': -80.66267801957491, 'y': 35.91958413000367, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
307,307,7366,US-64_Davie_NC_Exit_4,-80.6584473,35.92047725,Davie,NC,U.S. Highway 64,Exit/Intersection,2500,88.71498331,0,0,0,0,20.48480278,"{'x': -80.65844730020268, 'y': 35.92047725032489, 'spatialReference': {'wkid': 4326}}",1% Annual Chance Flood Hazard
308,308,7367,US-64_Davie_NC_Exit_5,-80.63616203,35.92301742,Davie,NC,U.S. Highway 64,Exit/Intersection,4300,88.71498331,1,0,0,0,20.01993924,"{'x': -80.63616202975385, 'y': 35.92301741961825, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
309,309,7368,US-64_Davie_NC_Exit_6,-80.62831374,35.91995945,Davie,NC,U.S. Highway 64,Exit/Intersection,4300,88.71498331,2,0,0,2,19.62973517,"{'x': -80.62831373978725, 'y': 35.91995945036837, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
310,310,7369,I-40_Davie_NC_Exit_1,-80.61734132,35.90965325,Davie,NC,Interstate 40,Exit/Intersection,35000,88.71498331,3,0,0,3,18.71834039,"{'x': -80.61734132014578, 'y': 35.90965325029731, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
311,311,7370,US-64_Davie_NC_Exit_7,-80.59586386,35.90361416,Davie,NC,U.S. Highway 64,Exit/Intersection,5800,184.1818959,1,0,0,3,17.83276642,"{'x': -80.59586386032885, 'y': 35.90361415976571, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
312,312,7371,US-64_Davie_NC_Exit_8,-80.57771146,35.90230808,Davie,NC,U.S. Highway 64,Exit/Intersection,6100,184.1818959,14,0,0,3,17.36777127,"{'x': -80.57771146031558, 'y': 35.90230807975411, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
313,313,7372,US-64_Davie_NC_Exit_9,-80.57335305,35.8959096,Davie,NC,U.S. Highway 64,Exit/Intersection,15000,184.1818959,14,0,0,3,16.86909461,"{'x': -80.57335304980336, 'y': 35.89590960034781, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
314,314,7373,US-64_Davie_NC_Exit_10,-80.56357142,35.89206986,Davie,NC,U.S. Highway 64,Exit/Intersection,11000,184.1818959,14,0,0,3,16.43625196,"{'x': -80.56357141978515, 'y': 35.89206986033582, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
315,315,7374,US-64_Davie_NC_Exit_11,-80.56184096,35.89195527,Davie,NC,U.S. Highway 64,Exit/Intersection,8000,379.8234438,14,0,0,3,16.39777772,"{'x': -80.56184095959259, 'y': 35.89195526962004, 'spatialReference': {'wkid': 4326}}",Area of Minimal Flood Hazard
